ID	model_path	model_texture	model_parts	model_priority
female_jh016_head_202d	characters/female/models/female_jh016_head200.model	characters/female/textures/female_jh016_head200_002d.dds	3	
female_jh016_leg_000d	characters/female/models/female_jh016_leg.model	characters/female/textures/female_jh016_leg_000d.dds	7	
female_jh016_leg_001d	characters/female/models/female_jh016_leg.model	characters/female/textures/female_jh016_leg_001d.dds	7	
female_jh016_leg_002d	characters/female/models/female_jh016_leg.model	characters/female/textures/female_jh016_leg_002d.dds	7	
female_jh016_leg_100d	characters/female/models/female_jh016_leg.model	characters/female/textures/female_jh016_leg_100d.dds	7	
female_jh016_leg_101d	characters/female/models/female_jh016_leg.model	characters/female/textures/female_jh016_leg_101d.dds	7	
female_jh016_leg_102d	characters/female/models/female_jh016_leg.model	characters/female/textures/female_jh016_leg_102d.dds	7	
female_jh016_leg_200d	characters/female/models/female_jh016_leg.model	characters/female/textures/female_jh016_leg_200d.dds	7	
female_jh016_leg_201d	characters/female/models/female_jh016_leg.model	characters/female/textures/female_jh016_leg_201d.dds	7	
female_jh016_leg_202d	characters/female/models/female_jh016_leg.model	characters/female/textures/female_jh016_leg_202d.dds	7	
male_jh016_arm_000d	characters/male/models/male_jh016_arm.model	characters/male/textures/male_jh016_arm_000d.dds	6	
male_jh016_arm_001d	characters/male/models/male_jh016_arm.model	characters/male/textures/male_jh016_arm_001d.dds	6	
male_jh016_arm_002d	characters/male/models/male_jh016_arm.model	characters/male/textures/male_jh016_arm_002d.dds	6	
male_jh016_arm_100d	characters/male/models/male_jh016_arm.model	characters/male/textures/male_jh016_arm_100d.dds	6	
male_jh016_arm_101d	characters/male/models/male_jh016_arm.model	characters/male/textures/male_jh016_arm_101d.dds	6	
male_jh016_arm_102d	characters/male/models/male_jh016_arm.model	characters/male/textures/male_jh016_arm_102d.dds	6	
male_jh016_arm_200d	characters/male/models/male_jh016_arm.model	characters/male/textures/male_jh016_arm_200d.dds	6	
male_jh016_arm_201d	characters/male/models/male_jh016_arm.model	characters/male/textures/male_jh016_arm_201d.dds	6	
male_jh016_arm_202d	characters/male/models/male_jh016_arm.model	characters/male/textures/male_jh016_arm_202d.dds	6	
male_jh016_body_000d	characters/male/models/male_jh016_body.model	characters/male/textures/male_jh016_body_000d.dds	5	
male_jh016_body_001d	characters/male/models/male_jh016_body.model	characters/male/textures/male_jh016_body_001d.dds	5	
male_jh016_body_002d	characters/male/models/male_jh016_body.model	characters/male/textures/male_jh016_body_002d.dds	5	
male_jh016_body_100d	characters/male/models/male_jh016_body.model	characters/male/textures/male_jh016_body_100d.dds	5	
male_jh016_body_101d	characters/male/models/male_jh016_body.model	characters/male/textures/male_jh016_body_101d.dds	5	
male_jh016_body_102d	characters/male/models/male_jh016_body.model	characters/male/textures/male_jh016_body_102d.dds	5	
male_jh016_body_200d	characters/male/models/male_jh016_body.model	characters/male/textures/male_jh016_body_200d.dds	5	
male_jh016_body_201d	characters/male/models/male_jh016_body.model	characters/male/textures/male_jh016_body_201d.dds	5	
male_jh016_body_202d	characters/male/models/male_jh016_body.model	characters/male/textures/male_jh016_body_202d.dds	5	
male_jh016_head_000d	characters/male/models/male_jh016_head000.model	characters/male/textures/male_jh016_head000_000d.dds	3	
male_jh016_head_001d	characters/male/models/male_jh016_head000.model	characters/male/textures/male_jh016_head000_001d.dds	3	
male_jh016_head_002d	characters/male/models/male_jh016_head000.model	characters/male/textures/male_jh016_head000_002d.dds	3	
male_jh016_head_100d	characters/male/models/male_jh016_head000.model	characters/male/textures/male_jh016_head000_000d.dds	3	
male_jh016_head_101d	characters/male/models/male_jh016_head000.model	characters/male/textures/male_jh016_head000_001d.dds	3	
male_jh016_head_102d	characters/male/models/male_jh016_head000.model	characters/male/textures/male_jh016_head000_002d.dds	3	
male_jh016_head_200d	characters/male/models/male_jh016_head200.model	characters/male/textures/male_jh016_head200_000d.dds	3	
male_jh016_head_201d	characters/male/models/male_jh016_head200.model	characters/male/textures/male_jh016_head200_001d.dds	3	
male_jh016_head_202d	characters/male/models/male_jh016_head200.model	characters/male/textures/male_jh016_head200_002d.dds	3	
male_jh016_leg_000d	characters/male/models/male_jh016_leg.model	characters/male/textures/male_jh016_leg_000d.dds	7	
male_jh016_leg_001d	characters/male/models/male_jh016_leg.model	characters/male/textures/male_jh016_leg_001d.dds	7	
male_jh016_leg_002d	characters/male/models/male_jh016_leg.model	characters/male/textures/male_jh016_leg_002d.dds	7	
male_jh016_leg_100d	characters/male/models/male_jh016_leg.model	characters/male/textures/male_jh016_leg_100d.dds	7	
male_jh016_leg_101d	characters/male/models/male_jh016_leg.model	characters/male/textures/male_jh016_leg_101d.dds	7	
male_jh016_leg_102d	characters/male/models/male_jh016_leg.model	characters/male/textures/male_jh016_leg_102d.dds	7	
male_jh016_leg_200d	characters/male/models/male_jh016_leg.model	characters/male/textures/male_jh016_leg_200d.dds	7	
male_jh016_leg_201d	characters/male/models/male_jh016_leg.model	characters/male/textures/male_jh016_leg_201d.dds	7	
male_jh016_leg_202d	characters/male/models/male_jh016_leg.model	characters/male/textures/male_jh016_leg_202d.dds	7	
luoli_jh016_arm_000d	characters/luoli/models/luoli_jh016_arm.model	characters/luoli/textures/luoli_jh016_arm_000d.dds	6	
luoli_jh016_arm_001d	characters/luoli/models/luoli_jh016_arm.model	characters/luoli/textures/luoli_jh016_arm_001d.dds	6	
luoli_jh016_arm_002d	characters/luoli/models/luoli_jh016_arm.model	characters/luoli/textures/luoli_jh016_arm_002d.dds	6	
luoli_jh016_arm_100d	characters/luoli/models/luoli_jh016_arm.model	characters/luoli/textures/luoli_jh016_arm_100d.dds	6	
luoli_jh016_arm_101d	characters/luoli/models/luoli_jh016_arm.model	characters/luoli/textures/luoli_jh016_arm_101d.dds	6	
luoli_jh016_arm_102d	characters/luoli/models/luoli_jh016_arm.model	characters/luoli/textures/luoli_jh016_arm_102d.dds	6	
luoli_jh016_arm_200d	characters/luoli/models/luoli_jh016_arm.model	characters/luoli/textures/luoli_jh016_arm_200d.dds	6	
luoli_jh016_arm_201d	characters/luoli/models/luoli_jh016_arm.model	characters/luoli/textures/luoli_jh016_arm_201d.dds	6	
luoli_jh016_arm_202d	characters/luoli/models/luoli_jh016_arm.model	characters/luoli/textures/luoli_jh016_arm_202d.dds	6	
luoli_jh016_body_000d	characters/luoli/models/luoli_jh016_body.model	characters/luoli/textures/luoli_jh016_body_000d.dds	5	
luoli_jh016_body_001d	characters/luoli/models/luoli_jh016_body.model	characters/luoli/textures/luoli_jh016_body_001d.dds	5	
luoli_jh016_body_002d	characters/luoli/models/luoli_jh016_body.model	characters/luoli/textures/luoli_jh016_body_002d.dds	5	
luoli_jh016_body_100d	characters/luoli/models/luoli_jh016_body.model	characters/luoli/textures/luoli_jh016_body_100d.dds	5	
luoli_jh016_body_101d	characters/luoli/models/luoli_jh016_body.model	characters/luoli/textures/luoli_jh016_body_101d.dds	5	
luoli_jh016_body_102d	characters/luoli/models/luoli_jh016_body.model	characters/luoli/textures/luoli_jh016_body_102d.dds	5	
luoli_jh016_body_200d	characters/luoli/models/luoli_jh016_body.model	characters/luoli/textures/luoli_jh016_body_200d.dds	5	
luoli_jh016_body_201d	characters/luoli/models/luoli_jh016_body.model	characters/luoli/textures/luoli_jh016_body_201d.dds	5	
luoli_jh016_body_202d	characters/luoli/models/luoli_jh016_body.model	characters/luoli/textures/luoli_jh016_body_202d.dds	5	
luoli_jh016_head_000d	characters/luoli/models/luoli_jh016_head000.model	characters/luoli/textures/luoli_jh016_head000_000d.dds	3	
luoli_jh016_head_001d	characters/luoli/models/luoli_jh016_head000.model	characters/luoli/textures/luoli_jh016_head000_001d.dds	3	
luoli_jh016_head_002d	characters/luoli/models/luoli_jh016_head000.model	characters/luoli/textures/luoli_jh016_head000_002d.dds	3	
luoli_jh016_head_100d	characters/luoli/models/luoli_jh016_head000.model	characters/luoli/textures/luoli_jh016_head000_000d.dds	3	
luoli_jh016_head_101d	characters/luoli/models/luoli_jh016_head000.model	characters/luoli/textures/luoli_jh016_head000_001d.dds	3	
luoli_jh016_head_102d	characters/luoli/models/luoli_jh016_head000.model	characters/luoli/textures/luoli_jh016_head000_002d.dds	3	
luoli_jh016_head_200d	characters/luoli/models/luoli_jh016_head200.model	characters/luoli/textures/luoli_jh016_head200_000d.dds	3	
luoli_jh016_head_201d	characters/luoli/models/luoli_jh016_head200.model	characters/luoli/textures/luoli_jh016_head200_001d.dds	3	
luoli_jh016_head_202d	characters/luoli/models/luoli_jh016_head200.model	characters/luoli/textures/luoli_jh016_head200_002d.dds	3	
luoli_jh016_leg_000d	characters/luoli/models/luoli_jh016_leg.model	characters/luoli/textures/luoli_jh016_leg_000d.dds	7	
luoli_jh016_leg_001d	characters/luoli/models/luoli_jh016_leg.model	characters/luoli/textures/luoli_jh016_leg_001d.dds	7	
luoli_jh016_leg_002d	characters/luoli/models/luoli_jh016_leg.model	characters/luoli/textures/luoli_jh016_leg_002d.dds	7	
luoli_jh016_leg_100d	characters/luoli/models/luoli_jh016_leg.model	characters/luoli/textures/luoli_jh016_leg_100d.dds	7	
luoli_jh016_leg_101d	characters/luoli/models/luoli_jh016_leg.model	characters/luoli/textures/luoli_jh016_leg_101d.dds	7	
luoli_jh016_leg_102d	characters/luoli/models/luoli_jh016_leg.model	characters/luoli/textures/luoli_jh016_leg_102d.dds	7	
luoli_jh016_leg_200d	characters/luoli/models/luoli_jh016_leg.model	characters/luoli/textures/luoli_jh016_leg_200d.dds	7	
luoli_jh016_leg_201d	characters/luoli/models/luoli_jh016_leg.model	characters/luoli/textures/luoli_jh016_leg_201d.dds	7	
luoli_jh016_leg_202d	characters/luoli/models/luoli_jh016_leg.model	characters/luoli/textures/luoli_jh016_leg_202d.dds	7	
female_jh017_arm_000d	characters/female/models/female_jh017_arm.model	characters/female/textures/female_jh017_arm_000d.dds	6	
female_jh017_arm_001d	characters/female/models/female_jh017_arm.model	characters/female/textures/female_jh017_arm_001d.dds	6	
female_jh017_arm_002d	characters/female/models/female_jh017_arm.model	characters/female/textures/female_jh017_arm_002d.dds	6	
female_jh017_arm_100d	characters/female/models/female_jh017_arm.model	characters/female/textures/female_jh017_arm_100d.dds	6	
female_jh017_arm_101d	characters/female/models/female_jh017_arm.model	characters/female/textures/female_jh017_arm_101d.dds	6	
female_jh017_arm_102d	characters/female/models/female_jh017_arm.model	characters/female/textures/female_jh017_arm_102d.dds	6	
female_jh017_arm_200d	characters/female/models/female_jh017_arm.model	characters/female/textures/female_jh017_arm_200d.dds	6	
female_jh017_arm_201d	characters/female/models/female_jh017_arm.model	characters/female/textures/female_jh017_arm_201d.dds	6	
female_jh017_arm_202d	characters/female/models/female_jh017_arm.model	characters/female/textures/female_jh017_arm_202d.dds	6	
female_jh017_body_000d	characters/female/models/female_jh017_body.model	characters/female/textures/female_jh017_body_000d.dds	5	
female_jh017_body_001d	characters/female/models/female_jh017_body.model	characters/female/textures/female_jh017_body_001d.dds	5	
female_jh017_body_002d	characters/female/models/female_jh017_body.model	characters/female/textures/female_jh017_body_002d.dds	5	
female_jh017_body_100d	characters/female/models/female_jh017_body.model	characters/female/textures/female_jh017_body_100d.dds	5	
female_jh017_body_101d	characters/female/models/female_jh017_body.model	characters/female/textures/female_jh017_body_101d.dds	5	
female_jh017_body_102d	characters/female/models/female_jh017_body.model	characters/female/textures/female_jh017_body_102d.dds	5	
female_jh017_body_200d	characters/female/models/female_jh017_body.model	characters/female/textures/female_jh017_body_200d.dds	5	
female_jh017_body_201d	characters/female/models/female_jh017_body.model	characters/female/textures/female_jh017_body_201d.dds	5	
female_jh017_body_202d	characters/female/models/female_jh017_body.model	characters/female/textures/female_jh017_body_202d.dds	5	
female_jh017_head_000d	characters/female/models/female_jh017_head000.model	characters/female/textures/female_jh017_head000_000d.dds	3	
female_jh017_head_001d	characters/female/models/female_jh017_head000.model	characters/female/textures/female_jh017_head000_001d.dds	3	
female_jh017_head_002d	characters/female/models/female_jh017_head000.model	characters/female/textures/female_jh017_head000_002d.dds	3	
female_jh017_head_100d	characters/female/models/female_jh017_head100.model	characters/female/textures/female_jh017_head100_000d.dds	3	
female_jh017_head_101d	characters/female/models/female_jh017_head100.model	characters/female/textures/female_jh017_head100_001d.dds	3	
female_jh017_head_102d	characters/female/models/female_jh017_head100.model	characters/female/textures/female_jh017_head100_002d.dds	3	
female_jh017_head_200d	characters/female/models/female_jh017_head000.model	characters/female/textures/female_jh017_head000_200d.dds	3	
female_jh017_head_201d	characters/female/models/female_jh017_head000.model	characters/female/textures/female_jh017_head000_201d.dds	3	
female_jh017_head_202d	characters/female/models/female_jh017_head000.model	characters/female/textures/female_jh017_head000_202d.dds	3	
female_jh017_leg_000d	characters/female/models/female_jh017_leg.model	characters/female/textures/female_jh017_leg_000d.dds	7	
female_jh017_leg_001d	characters/female/models/female_jh017_leg.model	characters/female/textures/female_jh017_leg_001d.dds	7	
female_jh017_leg_002d	characters/female/models/female_jh017_leg.model	characters/female/textures/female_jh017_leg_002d.dds	7	
female_jh017_leg_100d	characters/female/models/female_jh017_leg.model	characters/female/textures/female_jh017_leg_100d.dds	7	
female_jh017_leg_101d	characters/female/models/female_jh017_leg.model	characters/female/textures/female_jh017_leg_101d.dds	7	
female_jh017_leg_102d	characters/female/models/female_jh017_leg.model	characters/female/textures/female_jh017_leg_102d.dds	7	
female_jh017_leg_200d	characters/female/models/female_jh017_leg.model	characters/female/textures/female_jh017_leg_200d.dds	7	
female_jh017_leg_201d	characters/female/models/female_jh017_leg.model	characters/female/textures/female_jh017_leg_201d.dds	7	
female_jh017_leg_202d	characters/female/models/female_jh017_leg.model	characters/female/textures/female_jh017_leg_202d.dds	7	
male_jh017_arm_000d	characters/male/models/male_jh017_arm.model	characters/male/textures/male_jh017_arm_000d.dds	6	
male_jh017_arm_001d	characters/male/models/male_jh017_arm.model	characters/male/textures/male_jh017_arm_001d.dds	6	
male_jh017_arm_002d	characters/male/models/male_jh017_arm.model	characters/male/textures/male_jh017_arm_002d.dds	6	
male_jh017_arm_100d	characters/male/models/male_jh017_arm.model	characters/male/textures/male_jh017_arm_100d.dds	6	
male_jh017_arm_101d	characters/male/models/male_jh017_arm.model	characters/male/textures/male_jh017_arm_101d.dds	6	
male_jh017_arm_102d	characters/male/models/male_jh017_arm.model	characters/male/textures/male_jh017_arm_102d.dds	6	
male_jh017_arm_200d	characters/male/models/male_jh017_arm.model	characters/male/textures/male_jh017_arm_200d.dds	6	
male_jh017_arm_201d	characters/male/models/male_jh017_arm.model	characters/male/textures/male_jh017_arm_201d.dds	6	
male_jh017_arm_202d	characters/male/models/male_jh017_arm.model	characters/male/textures/male_jh017_arm_202d.dds	6	
male_jh017_body_000d	characters/male/models/male_jh017_body.model	characters/male/textures/male_jh017_body_000d.dds	5	
male_jh017_body_001d	characters/male/models/male_jh017_body.model	characters/male/textures/male_jh017_body_001d.dds	5	
male_jh017_body_002d	characters/male/models/male_jh017_body.model	characters/male/textures/male_jh017_body_002d.dds	5	
male_jh017_body_100d	characters/male/models/male_jh017_body.model	characters/male/textures/male_jh017_body_100d.dds	5	
male_jh017_body_101d	characters/male/models/male_jh017_body.model	characters/male/textures/male_jh017_body_101d.dds	5	
